gene_id,gene_name,chromosome,gene_start,gene_end,gene_strand,transcript_id,transcript_name,transcript_start,transcript_end,TSS,TES,gene_id_unversioned
ENSG00000261456.5,TUBB8,chr10,46892,74163,-,ENST00000568584.5,TUBB8-206,46953,49589,49589,46953,ENSG00000261456
ENSG00000232420.2,IL9RP2,chr10,80394,86265,-,ENST00000423948.1,IL9RP2-201,80394,86265,86265,80394,ENSG00000232420
ENSG00000015171.19,ZMYND11,chr10,134465,254637,+,ENST00000397962.8,ZMYND11-208,134465,252470,134465,252470,ENSG00000015171
ENSG00000276662.1,AL713922.2,chr10,147820,148751,-,ENST00000619384.1,AL713922.2-201,147820,148751,148751,147820,ENSG00000276662
ENSG00000212331.1,RNA5SP297,chr10,154831,154943,-,ENST00000391029.1,RNA5SP297-201,154831,154943,154943,154831,ENSG00000212331
ENSG00000151240.16,DIP2C,chr10,274190,689668,-,ENST00000280886.11,DIP2C-201,274198,689668,689668,274198,ENSG00000151240
ENSG00000201861.1,RNA5SP298,chr10,282015,282125,-,ENST00000364991.1,RNA5SP298-201,282015,282125,282125,282015,ENSG00000201861
ENSG00000239822.3,RN7SL754P,chr10,430239,430504,-,ENST00000470784.3,RN7SL754P-201,430239,430504,430504,430239,ENSG00000239822
ENSG00000233021.2,AL669841.1,chr10,437561,441170,+,ENST00000425723.2,AL669841.1-201,437561,441170,437561,441170,ENSG00000233021
ENSG00000225140.1,AL358216.1,chr10,628638,631255,+,ENST00000451601.1,AL358216.1-201,628638,631255,628638,631255,ENSG00000225140
ENSG00000263511.1,MIR5699,chr10,641689,641778,-,ENST00000578903.1,MIR5699-201,641689,641778,641778,641689,ENSG00000263511
ENSG00000180525.11,PRR26,chr10,649948,669581,+,ENST00000381489.6,PRR26-201,650077,669581,650077,669581,ENSG00000180525
ENSG00000231601.1,AL157709.1,chr10,743992,744958,+,ENST00000412695.1,AL157709.1-201,743992,744958,743992,744958,ENSG00000231601
ENSG00000107929.14,LARP4B,chr10,806914,931705,-,ENST00000316157.7,LARP4B-201,809542,885762,885762,809542,ENSG00000107929
ENSG00000229869.1,AL359878.2,chr10,933026,942743,+,ENST00000435531.1,AL359878.2-201,933026,942743,933026,942743,ENSG00000229869
ENSG00000205740.2,AL359878.1,chr10,971146,988341,-,ENST00000381466.2,AL359878.1-201,971146,988341,988341,971146,ENSG00000205740
ENSG00000107937.18,GTPBP4,chr10,988019,1019936,+,ENST00000360803.8,GTPBP4-202,988019,1019936,988019,1019936,ENSG00000107937
ENSG00000148377.5,IDI2,chr10,1018907,1025859,-,ENST00000277517.1,IDI2-201,1018907,1025859,1025859,1018907,ENSG00000148377
ENSG00000232656.7,IDI2-AS1,chr10,1022666,1044201,+,ENST00000437374.5,IDI2-AS1-204,1022666,1044201,1022666,1044201,ENSG00000232656
ENSG00000067064.11,IDI1,chr10,1039152,1049170,-,ENST00000381344.7,IDI1-201,1039908,1049170,1049170,1039908,ENSG00000067064
ENSG00000047056.15,WDR37,chr10,1049538,1132384,+,ENST00000358220.5,WDR37-202,1049538,1132297,1049538,1132297,ENSG00000047056
ENSG00000229205.3,LINC00200,chr10,1159768,1164789,+,ENST00000425630.1,LINC00200-201,1159768,1164672,1159768,1164672,ENSG00000229205
ENSG00000185736.15,ADARB2,chr10,1177318,1737476,-,ENST00000381312.5,ADARB2-203,1177318,1737476,1737476,1177318,ENSG00000185736
ENSG00000282390.1,AL392083.1,chr10,1290018,1293002,-,ENST00000632982.1,AL392083.1-201,1290018,1293002,1293002,1290018,ENSG00000282390
ENSG00000233052.1,AL513304.1,chr10,1361001,1361637,-,ENST00000432987.1,AL513304.1-201,1361001,1361637,1361637,1361001,ENSG00000233052
ENSG00000205696.4,ADARB2-AS1,chr10,1526637,1556984,+,ENST00000421697.2,ADARB2-AS1-202,1526637,1556984,1526637,1556984,ENSG00000205696
ENSG00000234962.5,LINC00700,chr10,2005473,2014348,-,ENST00000413603.5,LINC00700-201,2005473,2014348,2014348,2005473,ENSG00000234962
ENSG00000226694.2,AL441943.1,chr10,2071845,2081097,+,ENST00000435539.1,AL441943.1-201,2071845,2081097,2071845,2081097,ENSG00000226694
ENSG00000278069.1,MIR6072,chr10,2076019,2076089,-,ENST00000622225.1,MIR6072-201,2076019,2076089,2076089,2076019,ENSG00000278069
ENSG00000252998.1,RNU6-889P,chr10,2098167,2098269,+,ENST00000517189.1,RNU6-889P-201,2098167,2098269,2098167,2098269,ENSG00000252998
ENSG00000227912.1,AL441943.2,chr10,2166332,2169460,+,ENST00000421077.1,AL441943.2-201,2166332,2169460,2166332,2169460,ENSG00000227912
ENSG00000231326.6,AL441943.3,chr10,2169140,2189474,-,ENST00000436003.2,AL441943.3-202,2169147,2176432,2176432,2169147,ENSG00000231326
ENSG00000212156.1,RNU6-576P,chr10,2199387,2199488,+,ENST00000390854.1,RNU6-576P-201,2199387,2199488,2199387,2199488,ENSG00000212156
ENSG00000234556.1,LINC00701,chr10,2305083,2315075,-,ENST00000418295.1,LINC00701-201,2305083,2315075,2315075,2305083,ENSG00000234556
ENSG00000234170.5,AC024908.1,chr10,2446253,2447352,-,ENST00000441907.1,AC024908.1-202,2446253,2447352,2447352,2446253,ENSG00000234170
ENSG00000237500.1,AL713851.2,chr10,2499721,2500570,+,ENST00000431209.1,AL713851.2-201,2499721,2500570,2499721,2500570,ENSG00000237500
ENSG00000235281.1,AL713851.1,chr10,2501783,2567239,+,ENST00000437289.1,AL713851.1-202,2501803,2537625,2501803,2537625,ENSG00000235281
ENSG00000231743.1,AC026396.1,chr10,2936021,2936441,+,ENST00000419388.1,AC026396.1-201,2936021,2936441,2936021,2936441,ENSG00000231743
ENSG00000234182.1,AL731533.1,chr10,3010531,3013111,+,ENST00000439575.1,AL731533.1-201,3010531,3013111,3010531,3013111,ENSG00000234182
ENSG00000273001.1,AL731533.2,chr10,3065424,3066001,-,ENST00000607898.1,AL731533.2-201,3065424,3066001,3066001,3065424,ENSG00000273001
ENSG00000067057.16,PFKP,chr10,3066333,3137712,+,ENST00000381125.8,PFKP-203,3067520,3136802,3067520,3136802,ENSG00000067057
ENSG00000278419.1,AL451164.3,chr10,3134566,3145166,+,ENST00000441377.2,AL451164.3-201,3134566,3145166,3134566,3145166,ENSG00000278419
ENSG00000107959.15,PITRM1,chr10,3137728,3172841,-,ENST00000380989.6,PITRM1-202,3137730,3172841,3172841,3137730,ENSG00000107959
ENSG00000237399.7,PITRM1-AS1,chr10,3141632,3167972,+,ENST00000430356.3,PITRM1-AS1-201,3141672,3148622,3141672,3148622,ENSG00000237399
ENSG00000236968.1,AL451164.2,chr10,3223816,3227407,+,ENST00000445932.1,AL451164.2-201,3223816,3227407,3223816,3227407,ENSG00000236968
ENSG00000226762.2,AL451164.1,chr10,3232388,3257932,-,ENST00000417149.2,AL451164.1-201,3232388,3257932,3257932,3232388,ENSG00000226762
ENSG00000227338.1,AL139280.1,chr10,3266003,3267015,+,ENST00000436340.1,AL139280.1-201,3266003,3267015,3266003,3267015,ENSG00000227338
ENSG00000233321.1,AL357833.1,chr10,3486894,3502838,-,ENST00000413993.1,AL357833.1-201,3486894,3502838,3502838,3486894,ENSG00000233321
ENSG00000236892.1,AL357833.2,chr10,3532094,3537031,-,ENST00000426811.1,AL357833.2-201,3532094,3537031,3537031,3532094,ENSG00000236892
ENSG00000229672.2,AL450322.2,chr10,3751067,3763226,+,ENST00000421629.2,AL450322.2-201,3751067,3763226,3751067,3763226,ENSG00000229672
ENSG00000228353.1,AL450322.1,chr10,3767915,3768751,+,ENST00000415358.1,AL450322.1-201,3767915,3768751,3767915,3768751,ENSG00000228353
ENSG00000067082.14,KLF6,chr10,3775996,3785281,-,ENST00000497571.5,KLF6-206,3775996,3785275,3785275,3775996,ENSG00000067082
ENSG00000230573.1,AL513303.2,chr10,3833950,3834728,+,ENST00000413339.1,AL513303.2-201,3833950,3834728,3833950,3834728,ENSG00000230573
ENSG00000226005.4,AL513303.1,chr10,3912027,3935813,+,ENST00000432452.2,AL513303.1-202,3934519,3935813,3934519,3935813,ENSG00000226005
ENSG00000274809.1,MIR6078,chr10,3991160,3991259,+,ENST00000611069.1,MIR6078-201,3991160,3991259,3991160,3991259,ENSG00000274809
ENSG00000227101.1,AC025822.1,chr10,4024940,4028394,+,ENST00000455525.1,AC025822.1-201,4024940,4028394,4024940,4028394,ENSG00000227101
ENSG00000236990.1,AC025822.2,chr10,4051726,4089013,+,ENST00000455199.1,AC025822.2-201,4051726,4089013,4051726,4089013,ENSG00000236990
ENSG00000233117.2,LINC00702,chr10,4201141,4243912,-,ENST00000454470.1,LINC00702-202,4235560,4243643,4243643,4235560,ENSG00000233117
ENSG00000224382.1,LINC00703,chr10,4384246,4410612,+,ENST00000454152.1,LINC00703-202,4384246,4410612,4384246,4410612,ENSG00000224382
ENSG00000230096.1,AC022535.1,chr10,4415305,4426179,-,ENST00000420082.1,AC022535.1-201,4415305,4426179,4426179,4415305,ENSG00000230096
ENSG00000207124.1,RNU6-163P,chr10,4514952,4515057,+,ENST00000384396.1,RNU6-163P-201,4514952,4515057,4514952,4515057,ENSG00000207124
ENSG00000231298.6,MANCR,chr10,4650185,4678154,-,ENST00000430998.6,MANCR-201,4650185,4678154,4678154,4650185,ENSG00000231298
ENSG00000225269.2,LINC00705,chr10,4655427,4662419,+,ENST00000417883.2,LINC00705-201,4655427,4662419,4655427,4662419,ENSG00000225269
ENSG00000165568.17,AKR1E2,chr10,4786629,4848062,+,ENST00000463345.5,AKR1E2-206,4826234,4848062,4826234,4848062,ENSG00000165568
ENSG00000151631.8,AKR1C6P,chr10,4871901,4891975,-,ENST00000432950.1,AKR1C6P-201,4871901,4891975,4891975,4871901,ENSG00000151631
ENSG00000238840.1,RF00096,chr10,4962436,4962568,-,ENST00000459095.1,RF00096.19-201,4962436,4962568,4962568,4962436,ENSG00000238840
ENSG00000187134.13,AKR1C1,chr10,4963253,4983283,+,ENST00000380872.8,AKR1C1-202,4963253,4983283,4963253,4983283,ENSG00000187134
ENSG00000151632.17,AKR1C2,chr10,4987400,5018031,-,ENST00000380753.8,AKR1C2-201,4987400,5004023,5004023,4987400,ENSG00000151632
ENSG00000224251.6,AL391427.1,chr10,4995488,4997380,+,ENST00000451575.6,AL391427.1-201,4995488,4997374,4995488,4997374,ENSG00000224251
ENSG00000239148.1,RF00096,chr10,5004710,5004842,+,ENST00000459141.1,RF00096.22-201,5004710,5004842,5004710,5004842,ENSG00000239148
ENSG00000196139.13,AKR1C3,chr10,5035354,5107686,+,ENST00000380554.4,AKR1C3-201,5093793,5107686,5093793,5107686,ENSG00000196139
ENSG00000239142.1,RF00096,chr10,5093408,5093543,-,ENST00000459536.1,RF00096.21-201,5093408,5093543,5093543,5093408,ENSG00000239142
ENSG00000225418.1,AKR1C5P,chr10,5122087,5135226,-,ENST00000427165.1,AKR1C5P-201,5122087,5135226,5135226,5122087,ENSG00000225418
ENSG00000264006.8,AKR1C8P,chr10,5154140,5185187,-,ENST00000578467.2,AKR1C8P-201,5154460,5185187,5185187,5154460,ENSG00000264006
ENSG00000198610.10,AKR1C4,chr10,5195462,5218949,+,ENST00000263126.2,AKR1C4-201,5196835,5218947,5196835,5218947,ENSG00000198610
ENSG00000228291.1,ARL4AP3,chr10,5207169,5207742,+,ENST00000441452.1,ARL4AP3-201,5207169,5207742,5207169,5207742,ENSG00000228291
ENSG00000231039.2,AL355303.1,chr10,5234358,5263408,+,ENST00000428920.2,AL355303.1-201,5234358,5263408,5234358,5263408,ENSG00000231039
ENSG00000224034.1,LINC02561,chr10,5266033,5271236,-,ENST00000449457.1,LINC02561-201,5266033,5271236,5271236,5266033,ENSG00000224034
ENSG00000215267.8,AKR1C7P,chr10,5275173,5288470,-,ENST00000432689.2,AKR1C7P-202,5275206,5285925,5285925,5275206,ENSG00000215267
ENSG00000223987.1,RPL26P28,chr10,5304431,5304865,-,ENST00000451325.1,RPL26P28-201,5304431,5304865,5304865,5304431,ENSG00000223987
ENSG00000280450.1,AL683826.1,chr10,5346651,5347277,+,ENST00000624104.1,AL683826.1-201,5346651,5347277,5346651,5347277,ENSG00000280450
ENSG00000178473.6,UCN3,chr10,5365009,5374692,+,ENST00000380433.4,UCN3-201,5365009,5374692,5365009,5374692,ENSG00000178473
ENSG00000178462.11,TUBAL3,chr10,5393098,5404830,-,ENST00000380419.7,TUBAL3-201,5393098,5404830,5404830,5393098,ENSG00000178462
ENSG00000173848.18,NET1,chr10,5412551,5458463,+,ENST00000355029.8,NET1-201,5412551,5458463,5412551,5458463,ENSG00000173848
ENSG00000178372.7,CALML5,chr10,5498697,5499555,-,ENST00000380332.4,CALML5-201,5498697,5499555,5499555,5498697,ENSG00000178372
ENSG00000205488.8,CALML3-AS1,chr10,5514244,5526246,-,ENST00000542093.5,CALML3-AS1-201,5517281,5526246,5526246,5517281,ENSG00000205488
ENSG00000178363.4,CALML3,chr10,5524009,5526771,+,ENST00000315238.2,CALML3-201,5524009,5526771,5524009,5526771,ENSG00000178363
ENSG00000256462.1,AL732437.1,chr10,5524976,5525742,-,ENST00000442008.2,AL732437.1-201,5524976,5525742,5525742,5524976,ENSG00000256462
ENSG00000242147.1,AL365356.5,chr10,5594991,5596118,-,ENST00000478294.1,AL365356.5-201,5594991,5596118,5596118,5594991,ENSG00000242147
ENSG00000231483.1,AL365356.4,chr10,5608475,5610793,-,ENST00000425246.1,AL365356.4-201,5608475,5610793,5610793,5608475,ENSG00000231483
ENSG00000228951.1,AL365356.3,chr10,5616862,5618161,-,ENST00000427341.1,AL365356.3-201,5616862,5618161,5618161,5616862,ENSG00000228951
ENSG00000228685.1,AL365356.2,chr10,5624931,5625126,+,ENST00000441526.1,AL365356.2-201,5624931,5625126,5624931,5625126,ENSG00000228685
ENSG00000240577.3,RN7SL445P,chr10,5631463,5631755,+,ENST00000495609.3,RN7SL445P-201,5631463,5631755,5631463,5631755,ENSG00000240577
ENSG00000196372.12,ASB13,chr10,5638867,5666595,-,ENST00000357700.10,ASB13-201,5638868,5666578,5666578,5638868,ENSG00000196372
ENSG00000108021.20,FAM208B,chr10,5684838,5763740,+,ENST00000328090.9,FAM208B-201,5684838,5763740,5684838,5763740,ENSG00000108021
ENSG00000226647.2,AL365356.1,chr10,5712174,5744067,-,ENST00000411512.2,AL365356.1-201,5712174,5744067,5744067,5712174,ENSG00000226647
ENSG00000057608.16,GDI2,chr10,5765223,5842132,-,ENST00000380191.8,GDI2-203,5765223,5813549,5813549,5765223,ENSG00000057608
ENSG00000270427.1,NRBF2P5,chr10,5776071,5776858,+,ENST00000603087.1,NRBF2P5-201,5776071,5776858,5776071,5776858,ENSG00000270427
ENSG00000272764.1,AL596094.1,chr10,5813985,5814441,+,ENST00000608273.1,AL596094.1-201,5813985,5814441,5813985,5814441,ENSG00000272764
ENSG00000134461.15,ANKRD16,chr10,5861617,5889906,-,ENST00000380092.8,ANKRD16-202,5878087,5889871,5889871,5878087,ENSG00000134461
ENSG00000240180.1,RPL12P28,chr10,5861805,5862594,-,ENST00000430852.1,RPL12P28-201,5861805,5862594,5862594,5861805,ENSG00000240180
ENSG00000134452.19,FBH1,chr10,5890203,5937594,+,ENST00000362091.8,FBH1-201,5890231,5937593,5890231,5937593,ENSG00000134452
ENSG00000232807.2,AL137186.2,chr10,5934270,5945900,-,ENST00000448685.1,AL137186.2-202,5943490,5945738,5945738,5943490,ENSG00000232807
ENSG00000134470.20,IL15RA,chr10,5943639,5978187,-,ENST00000525219.6,IL15RA-214,5952372,5978187,5978187,5952372,ENSG00000134470
ENSG00000134460.17,IL2RA,chr10,6010689,6062370,-,ENST00000379959.7,IL2RA-203,6010689,6062325,6062325,6010689,ENSG00000134460
ENSG00000251922.1,RF00397,chr10,6017054,6017194,-,ENST00000516113.1,RF00397.1-201,6017054,6017194,6017194,6017054,ENSG00000251922
ENSG00000229664.1,AL137186.1,chr10,6025978,6036427,+,ENST00000440436.1,AL137186.1-201,6025978,6036427,6025978,6036427,ENSG00000229664
ENSG00000214015.3,RPL32P23,chr10,6071514,6071918,-,ENST00000397237.2,RPL32P23-201,6071514,6071918,6071918,6071514,ENSG00000214015
ENSG00000134453.15,RBM17,chr10,6088987,6117457,+,ENST00000379888.8,RBM17-201,6088987,6116880,6088987,6116880,ENSG00000134453
ENSG00000170525.20,PFKFB3,chr10,6144934,6254644,+,ENST00000379789.8,PFKFB3-205,6144934,6235532,6144934,6235532,ENSG00000170525
ENSG00000201581.1,RN7SKP78,chr10,6149623,6149940,+,ENST00000364711.1,RN7SKP78-201,6149623,6149940,6149623,6149940,ENSG00000201581
ENSG00000263628.1,MIR3155A,chr10,6152196,6152277,+,ENST00000577482.1,MIR3155A-201,6152196,6152277,6152196,6152277,ENSG00000263628
ENSG00000283634.1,MIR3155B,chr10,6152207,6152262,-,ENST00000636544.1,MIR3155B-201,6152207,6152262,6152262,6152207,ENSG00000283634
ENSG00000213994.3,AL157395.1,chr10,6197612,6202693,-,ENST00000427630.1,AL157395.1-201,6197612,6202693,6202693,6197612,ENSG00000213994
ENSG00000238366.1,RF00019,chr10,6245731,6245831,-,ENST00000459607.1,RF00019.631-201,6245731,6245831,6245831,6245731,ENSG00000238366
ENSG00000215244.2,AL137145.2,chr10,6277687,6335982,+,ENST00000399868.2,AL137145.2-201,6277687,6335982,6277687,6335982,ENSG00000215244
ENSG00000226705.1,SDCBPP1,chr10,6293100,6294684,-,ENST00000440192.1,SDCBPP1-201,6293100,6294684,6294684,6293100,ENSG00000226705
ENSG00000212743.2,AL137145.1,chr10,6350316,6352762,+,ENST00000391437.2,AL137145.1-201,6350316,6352762,6350316,6352762,ENSG00000212743
ENSG00000065675.14,PRKCQ,chr10,6427143,6580301,-,ENST00000263125.9,PRKCQ-201,6427143,6580301,6580301,6427143,ENSG00000065675
ENSG00000237943.6,PRKCQ-AS1,chr10,6580419,6616452,+,ENST00000445427.1,PRKCQ-AS1-202,6580419,6584299,6580419,6584299,ENSG00000237943
ENSG00000225948.2,AL158210.1,chr10,6618716,6625346,+,ENST00000448835.2,AL158210.1-201,6618716,6625346,6618716,6625346,ENSG00000225948
ENSG00000285743.1,AL158210.2,chr10,6682513,6823789,+,ENST00000650342.1,AL158210.2-201,6682513,6823789,6682513,6823789,ENSG00000285743
ENSG00000223784.2,LINP1,chr10,6709530,6740532,+,ENST00000417112.2,LINP1-201,6709530,6738966,6709530,6738966,ENSG00000223784
ENSG00000285988.1,AL392086.3,chr10,6737418,6840712,+,ENST00000648995.1,AL392086.3-201,6737418,6840712,6737418,6840712,ENSG00000285988
ENSG00000281186.1,LINC00706,chr10,6774307,6779180,-,ENST00000628989.1,LINC00706-201,6774307,6779180,6779180,6774307,ENSG00000281186
ENSG00000238266.2,LINC00707,chr10,6779549,6879450,+,ENST00000436383.2,LINC00707-201,6779570,6842906,6779570,6842906,ENSG00000238266
ENSG00000285845.1,AL392086.2,chr10,6779608,6877888,+,ENST00000650205.1,AL392086.2-201,6779608,6877888,6779608,6877888,ENSG00000285845
ENSG00000234248.1,AL392086.1,chr10,6891457,6920472,-,ENST00000457632.1,AL392086.1-201,6891457,6920472,6920472,6891457,ENSG00000234248
ENSG00000223581.1,AL590095.1,chr10,7097152,7097675,+,ENST00000420049.1,AL590095.1-201,7097152,7097675,7097152,7097675,ENSG00000223581
ENSG00000270811.1,AL590095.2,chr10,7154120,7154236,+,ENST00000604136.1,AL590095.2-201,7154120,7154236,7154120,7154236,ENSG00000270811
ENSG00000198879.11,SFMBT2,chr10,7158624,7411486,-,ENST00000361972.8,SFMBT2-201,7158624,7409341,7409341,7158624,ENSG00000198879
ENSG00000235141.1,COX6CP17,chr10,7295106,7295290,-,ENST00000421389.1,COX6CP17-201,7295106,7295290,7295290,7295106,ENSG00000235141
ENSG00000278982.1,AL139125.2,chr10,7411599,7413467,+,ENST00000623134.1,AL139125.2-201,7411599,7413467,7411599,7413467,ENSG00000278982
ENSG00000232591.1,AL139125.1,chr10,7445558,7471942,-,ENST00000420395.1,AL139125.1-201,7445558,7471942,7471942,7445558,ENSG00000232591
ENSG00000207453.1,RNU6-535P,chr10,7486703,7486809,-,ENST00000384722.1,RNU6-535P-201,7486703,7486809,7486809,7486703,ENSG00000207453
ENSG00000230121.1,AL445070.1,chr10,7533207,7536565,+,ENST00000414631.1,AL445070.1-201,7533207,7536565,7533207,7536565,ENSG00000230121
ENSG00000123243.14,ITIH5,chr10,7559270,7666998,-,ENST00000397146.6,ITIH5-202,7559270,7666971,7666971,7559270,ENSG00000123243
ENSG00000151655.18,ITIH2,chr10,7703269,7749520,+,ENST00000358415.8,ITIH2-201,7703269,7749520,7703269,7749520,ENSG00000151655
ENSG00000151657.11,KIN,chr10,7750962,7787981,-,ENST00000379562.8,KIN-201,7750962,7787981,7787981,7750962,ENSG00000151657
ENSG00000165629.19,ATP5F1C,chr10,7788129,7807815,+,ENST00000356708.11,ATP5F1C-202,7788129,7807815,7788129,7807815,ENSG00000165629
ENSG00000165632.7,TAF3,chr10,7818504,8016627,+,ENST00000344293.5,TAF3-201,7818504,8016627,7818504,8016627,ENSG00000165632
ENSG00000233990.1,AL353754.1,chr10,7833618,7833957,-,ENST00000440219.1,AL353754.1-201,7833618,7833957,7833957,7833618,ENSG00000233990
ENSG00000107485.16,GATA3,chr10,8045378,8075203,+,ENST00000379328.8,GATA3-202,8054653,8075203,8054653,8075203,ENSG00000107485
ENSG00000197308.9,GATA3-AS1,chr10,8050450,8053484,-,ENST00000458727.1,GATA3-AS1-205,8052243,8053449,8053449,8052243,ENSG00000197308
ENSG00000232638.1,AL390294.1,chr10,8051541,8053084,+,ENST00000418270.1,AL390294.1-201,8051541,8053084,8051541,8053084,ENSG00000232638
ENSG00000225053.1,PRPF38AP1,chr10,8161260,8162192,+,ENST00000451976.1,PRPF38AP1-201,8161260,8162192,8161260,8162192,ENSG00000225053
ENSG00000232170.5,LINC00708,chr10,8259331,8268305,-,ENST00000428165.1,LINC00708-201,8259331,8268305,8268305,8259331,ENSG00000232170
ENSG00000226861.1,AL390835.1,chr10,8298897,8301667,+,ENST00000413941.1,AL390835.1-201,8298897,8301667,8298897,8301667,ENSG00000226861
ENSG00000226990.1,AC025946.1,chr10,8400860,8461863,+,ENST00000413286.1,AC025946.1-201,8400860,8461863,8400860,8461863,ENSG00000226990
ENSG00000271251.1,AC025946.2,chr10,8472719,8472952,+,ENST00000603398.1,AC025946.2-201,8472719,8472952,8472719,8472952,ENSG00000271251
ENSG00000213771.3,KRT8P37,chr10,8513687,8515106,-,ENST00000451609.1,KRT8P37-201,8513687,8515106,8515106,8513687,ENSG00000213771
ENSG00000236420.1,CHCHD3P1,chr10,8619933,8620608,+,ENST00000425516.1,CHCHD3P1-201,8619933,8620608,8619933,8620608,ENSG00000236420
ENSG00000212505.1,RNA5SP299,chr10,8656716,8656831,-,ENST00000391203.1,RNA5SP299-201,8656716,8656831,8656831,8656716,ENSG00000212505
ENSG00000270234.1,AL355333.1,chr10,8724010,8724288,+,ENST00000605632.1,AL355333.1-201,8724010,8724288,8724010,8724288,ENSG00000270234
ENSG00000234752.1,AC044784.2,chr10,8897989,8914596,+,ENST00000447297.1,AC044784.2-201,8897989,8914596,8897989,8914596,ENSG00000234752
ENSG00000223808.1,AC044784.1,chr10,8970125,8973468,+,ENST00000456526.1,AC044784.1-201,8970125,8973468,8970125,8973468,ENSG00000223808
ENSG00000230014.1,LINC00709,chr10,9275833,9287057,+,ENST00000458168.1,LINC00709-201,9275833,9287057,9275833,9287057,ENSG00000230014
ENSG00000235838.1,HSP90AB7P,chr10,9721963,9724416,-,ENST00000450068.1,HSP90AB7P-201,9721963,9724416,9724416,9721963,ENSG00000235838
ENSG00000228636.2,AL358214.1,chr10,9758783,9878060,-,ENST00000419836.1,AL358214.1-201,9758783,9759237,9759237,9758783,ENSG00000228636
ENSG00000224788.1,AL138775.1,chr10,10058722,10063502,+,ENST00000429539.1,AL138775.1-201,10058722,10063502,10058722,10063502,ENSG00000224788
ENSG00000229919.3,ELOCP3,chr10,10174230,10174577,+,ENST00000439303.1,ELOCP3-201,10174230,10174577,10174230,10174577,ENSG00000229919
ENSG00000200849.1,RF00019,chr10,10232611,10232712,+,ENST00000363979.1,RF00019.193-201,10232611,10232712,10232611,10232712,ENSG00000200849
ENSG00000272436.1,CUX2P1,chr10,10257169,10257466,-,ENST00000606426.1,CUX2P1-201,10257169,10257466,10257466,10257169,ENSG00000272436
ENSG00000234306.1,AL583859.1,chr10,10365180,10366487,-,ENST00000455871.1,AL583859.1-201,10365180,10366487,10366487,10365180,ENSG00000234306
ENSG00000279575.1,AL583859.3,chr10,10394670,10395737,+,ENST00000623982.1,AL583859.3-201,10394670,10395737,10394670,10395737,ENSG00000279575
ENSG00000270111.2,AL583859.2,chr10,10418739,10462349,-,ENST00000634462.1,AL583859.2-201,10418739,10462349,10462349,10418739,ENSG00000270111
ENSG00000228997.1,AL136452.1,chr10,10776223,10776661,-,ENST00000448495.1,AL136452.1-201,10776223,10776661,10776661,10776223,ENSG00000228997
ENSG00000225383.7,SFTA1P,chr10,10784437,10794980,-,ENST00000446372.2,SFTA1P-203,10784439,10794914,10794914,10784439,ENSG00000225383
ENSG00000048740.18,CELF2,chr10,10798397,11336675,+,ENST00000416382.6,CELF2-203,11005321,11334353,11005321,11334353,ENSG00000048740
ENSG00000229240.8,LINC00710,chr10,10917880,10952234,-,ENST00000635670.1,LINC00710-220,10935234,10952166,10952166,10935234,ENSG00000229240
ENSG00000231496.1,AL136369.2,chr10,10960151,10970816,+,ENST00000420825.1,AL136369.2-201,10960151,10970816,10960151,10970816,ENSG00000231496
ENSG00000228027.1,AL136369.1,chr10,11010164,11011119,-,ENST00000437825.1,AL136369.1-201,11010164,11011119,11011119,11010164,ENSG00000228027
ENSG00000229206.3,AL162408.1,chr10,11030334,11030868,-,ENST00000428853.3,AL162408.1-201,11030334,11030868,11030868,11030334,ENSG00000229206
ENSG00000237986.3,CELF2-AS2,chr10,11071541,11105504,-,ENST00000420634.1,CELF2-AS2-201,11097314,11098160,11098160,11097314,ENSG00000237986
ENSG00000230322.1,AL136320.1,chr10,11168922,11171376,-,ENST00000417273.1,AL136320.1-201,11168922,11171376,11171376,11168922,ENSG00000230322
ENSG00000181800.5,CELF2-AS1,chr10,11316834,11319884,-,ENST00000379256.3,CELF2-AS1-201,11316834,11319884,11319884,11316834,ENSG00000181800
ENSG00000280086.1,AC026887.1,chr10,11395808,11398792,+,ENST00000624657.1,AC026887.1-201,11395808,11398792,11395808,11398792,ENSG00000280086
ENSG00000148429.14,USP6NL,chr10,11453946,11611754,-,ENST00000609104.5,USP6NL-205,11453946,11611754,11611754,11453946,ENSG00000148429
ENSG00000271360.1,AL512631.2,chr10,11611305,11612227,+,ENST00000604634.1,AL512631.2-201,11611305,11612227,11611305,11612227,ENSG00000271360
ENSG00000271046.1,AL512631.1,chr10,11679675,11680514,+,ENST00000604086.1,AL512631.1-201,11679675,11680514,11679675,11680514,ENSG00000271046
ENSG00000134463.14,ECHDC3,chr10,11742366,11764070,+,ENST00000379215.8,ECHDC3-201,11742366,11764070,11742366,11764070,ENSG00000134463
ENSG00000148426.12,PROSER2,chr10,11823339,11872277,+,ENST00000277570.9,PROSER2-201,11823398,11872277,11823398,11872277,ENSG00000148426
ENSG00000225778.5,PROSER2-AS1,chr10,11849608,11894700,-,ENST00000445498.5,PROSER2-AS1-201,11849608,11894700,11894700,11849608,ENSG00000225778
ENSG00000151461.19,UPF2,chr10,11920022,12043170,-,ENST00000357604.9,UPF2-202,11920022,12042834,12042834,11920022,ENSG00000151461
ENSG00000251957.1,RNU6-1095P,chr10,11923181,11923288,+,ENST00000516148.1,RNU6-1095P-201,11923181,11923288,11923181,11923288,ENSG00000251957
