gene_id,TSS_B37
ENSG00000236527,61504428
ENSG00000236528,26186072
ENSG00000236529,65305043
ENSG00000236530,81000687
ENSG00000236531,67556211
ENSG00000236532,29600986
ENSG00000236533,42077741
ENSG00000236534,72249200
ENSG00000236535,173985344
ENSG00000236536,19159557
ENSG00000236538,52298494
ENSG00000236539,179426450
ENSG00000236540,20058092
ENSG00000236541,57809132
ENSG00000236542,25651022
ENSG00000236543,138496192
ENSG00000236544,155249794
ENSG00000236545,43290743
ENSG00000236546,40363418
ENSG00000236548,125284311
ENSG00000236549,48110595
ENSG00000236550,1657553
ENSG00000236552,98510046
ENSG00000236554,100715855
ENSG00000236555,113103589
ENSG00000236556,61041908
ENSG00000236559,30274020
ENSG00000236562,66959861
ENSG00000236564,99310573
ENSG00000236565,66362896
ENSG00000236567,5110914
ENSG00000236569,27369153
ENSG00000236570,18580166
ENSG00000236571,53367179
ENSG00000236572,37971477
ENSG00000236574,63303693
ENSG00000236576,51600065
ENSG00000236577,50063107
ENSG00000236580,113937484
ENSG00000236581,33754539
ENSG00000236582,17619362
ENSG00000236583,100246687
ENSG00000236590,132139163
ENSG00000236591,149353709
ENSG00000236592,35208837
ENSG00000236594,1164867
ENSG00000236595,131009142
ENSG00000236596,104110700
ENSG00000236597,106331771
ENSG00000236599,20341146
ENSG00000236601,
ENSG00000236603,30453718
ENSG00000236604,79585239
ENSG00000236605,67551760
ENSG00000236606,87468518
ENSG00000236607,61936766
ENSG00000236608,61212231
ENSG00000236609,6655242
ENSG00000236610,85847049
ENSG00000236611,23668804
ENSG00000236612,31909700
ENSG00000236615,23567657
ENSG00000236616,130417324
ENSG00000236617,133464429
ENSG00000236618,1420172
ENSG00000236620,25872955
ENSG00000236626,36723412
ENSG00000236627,166167678
ENSG00000236634,205338560
ENSG00000236635,77303538
ENSG00000236636,227452908
ENSG00000236637,21187670
ENSG00000236638,62723444
ENSG00000236641,25608053
ENSG00000236643,127532403
ENSG00000236646,62504515
ENSG00000236647,25695957
ENSG00000236648,18044121
ENSG00000236651,172967735
ENSG00000236653,199240214
ENSG00000236654,23520373
ENSG00000236655,127069504
ENSG00000236656,158464676
ENSG00000236658,133809239
ENSG00000236662,102745371
ENSG00000236663,44561202
ENSG00000236664,178876716
ENSG00000236665,1156110
ENSG00000236666,
ENSG00000236667,181804025
ENSG00000236668,126771685
ENSG00000236670,20838392
ENSG00000236671,54074267
ENSG00000236673,132223104
ENSG00000236674,63826850
ENSG00000236675,155200767
ENSG00000236676,82091398
ENSG00000236677,37432731
ENSG00000236678,75126641
ENSG00000236679,
ENSG00000236680,19026891
ENSG00000236681,205171566
ENSG00000236682,128145755
ENSG00000236683,26766147
ENSG00000236686,172144879
ENSG00000236687,134691580
ENSG00000236689,94393125
ENSG00000236690,7558553
ENSG00000236691,102959832
ENSG00000236692,57255600
ENSG00000236695,195052104
ENSG00000236698,17012550
ENSG00000236699,106473778
ENSG00000236700,134664446
ENSG00000236701,76263745
ENSG00000236703,135517133
ENSG00000236704,21497372
ENSG00000236708,3342084
ENSG00000236709,90168370
ENSG00000236710,3106673
ENSG00000236711,37424183
ENSG00000236712,7333140
ENSG00000236713,150752749
ENSG00000236714,142095795
ENSG00000236716,29032675
ENSG00000236717,94919727
ENSG00000236718,9872908
ENSG00000236719,180478516
ENSG00000236720,177669660
ENSG00000236722,58497038
ENSG00000236723,53679447
ENSG00000236724,3875585
ENSG00000236731,157600518
ENSG00000236732,32193387
ENSG00000236733,71458191
ENSG00000236735,67819942
ENSG00000236736,46353413
ENSG00000236737,49294473
ENSG00000236739,22747700
ENSG00000236740,53794821
ENSG00000236741,171731215
ENSG00000236744,57356993
ENSG00000236745,99717103
ENSG00000236747,39251061
ENSG00000236748,8978418
ENSG00000236750,96307728
ENSG00000236751,46187115
ENSG00000236753,131013071
ENSG00000236754,18071958
ENSG00000236756,75007119
ENSG00000236758,29824691
ENSG00000236760,3149551
ENSG00000236761,132032157
ENSG00000236762,122893237
ENSG00000236763,104119126
ENSG00000236764,97823953
ENSG00000236768,48162705
ENSG00000236769,44407817
ENSG00000236770,72548876
ENSG00000236772,31037559
ENSG00000236773,224363408
ENSG00000236775,247178371
ENSG00000236776,57004125
ENSG00000236777,22452022
ENSG00000236778,52026501
ENSG00000236779,204498820
ENSG00000236780,67625112
ENSG00000236782,26498322
ENSG00000236783,110726326
ENSG00000236785,103027704
ENSG00000236786,9385718
ENSG00000236790,8628414
ENSG00000236791,180120763
ENSG00000236792,192216636
ENSG00000236794,23522359
ENSG00000236795,146794701
ENSG00000236796,32869593
ENSG00000236797,77142602
ENSG00000236799,116754417
ENSG00000236800,49880469
ENSG00000236801,72832112
ENSG00000236803,23841646
ENSG00000236804,119669914
ENSG00000236806,146695147
ENSG00000236807,45268406
ENSG00000236809,211590368
ENSG00000236810,24104815
ENSG00000236811,13373325
ENSG00000236813,62986756
ENSG00000236814,56963766
ENSG00000236816,44140781
ENSG00000236817,247804156
ENSG00000236818,100773709
ENSG00000236819,20978676
ENSG00000236822,142409371
ENSG00000236823,160312021
ENSG00000236824,47562455
ENSG00000236825,46919049
ENSG00000236827,11125374
ENSG00000236828,32773058
ENSG00000236829,432098
ENSG00000236830,37548113
ENSG00000236831,
ENSG00000236832,174343128
ENSG00000236833,197392628
ENSG00000236834,19919190
ENSG00000236836,24668191
ENSG00000236837,52727890
ENSG00000236838,2116992
ENSG00000236839,68654305
ENSG00000236841,163016273
ENSG00000236842,77191346
ENSG00000236844,195281429
ENSG00000236846,223317392
ENSG00000236847,97703286
ENSG00000236848,102792772
ENSG00000236849,75489051
ENSG00000236852,61998721
ENSG00000236853,143186495
ENSG00000236854,33152153
ENSG00000236856,388413
ENSG00000236857,18718524
ENSG00000236858,27457209
ENSG00000236859,122406897
ENSG00000236860,102915552
ENSG00000236861,93598755
ENSG00000236862,75271108
ENSG00000236863,235459181
ENSG00000236864,187664009
ENSG00000236866,118148392
ENSG00000236867,50210897
ENSG00000236869,44727157
ENSG00000236870,82815320
ENSG00000236871,1515321
ENSG00000236872,45880693
ENSG00000236874,47013638
ENSG00000236875,12135
ENSG00000236876,42966010
ENSG00000236877,108842787
ENSG00000236878,120968631
ENSG00000236880,123822688
ENSG00000236882,95173950
ENSG00000236883,43159534
ENSG00000236885,152042723
ENSG00000236886,217559188
ENSG00000236887,113741448
ENSG00000236888,58071878
ENSG00000236889,206164084
ENSG00000236890,18564441
ENSG00000236892,3598506
ENSG00000236893,177016174
ENSG00000236894,26911267
ENSG00000236896,100749938
ENSG00000236897,5128760
ENSG00000236900,76104563
ENSG00000236901,125877756
ENSG00000236905,212997370
ENSG00000236907,57877718
ENSG00000236908,3427885
ENSG00000236909,29040376
ENSG00000236911,207779900
ENSG00000236913,42696958
ENSG00000236914,38365191
ENSG00000236915,87161994
ENSG00000236917,154619159
ENSG00000236919,50206932
ENSG00000236920,98662559
ENSG00000236921,22214671
ENSG00000236922,118327323
ENSG00000236924,6645822
ENSG00000236928,65900141
ENSG00000236929,15135890
ENSG00000236930,45925605
ENSG00000236932,43545400
ENSG00000236935,64107599
ENSG00000236936,21592576
ENSG00000236937,104605353
ENSG00000236938,93706469
ENSG00000236939,104153748
ENSG00000236940,151730136
ENSG00000236941,165869232
ENSG00000236942,205594612
ENSG00000236944,52723118
ENSG00000236946,68429548
ENSG00000236948,5728355
ENSG00000236950,209145800
ENSG00000236951,24293631
ENSG00000236953,21952013
ENSG00000236956,131955580
ENSG00000236957,157894856
ENSG00000236958,56628929
ENSG00000236959,70679606
ENSG00000236960,19780228
ENSG00000236961,43705571
ENSG00000236963,20757727
ENSG00000236965,5821595
ENSG00000236966,42276766
ENSG00000236968,3266009
ENSG00000236969,91963971
ENSG00000236972,73675123
ENSG00000236973,52173809
ENSG00000236975,229341175
ENSG00000236976,63602779
ENSG00000236977,198167243
ENSG00000236978,70302725
ENSG00000236980,49229291
ENSG00000236981,123893721
ENSG00000236982,63946928
ENSG00000236985,16844793
ENSG00000236986,134042892
ENSG00000236987,3297276
ENSG00000236988,99406338
ENSG00000236989,16245963
ENSG00000236990,4093919
ENSG00000236991,127440679
ENSG00000236992,19804587
ENSG00000236993,57428110
ENSG00000236994,226506394
ENSG00000236996,53863689
ENSG00000236998,71404586
ENSG00000236999,10612059
ENSG00000237000,55276570
ENSG00000237001,27215930
ENSG00000237002,36727545
ENSG00000237003,93656617
ENSG00000237004,32768182
ENSG00000237005,10315068
ENSG00000237007,32048505
ENSG00000237008,153353275
ENSG00000237009,3898643
ENSG00000237011,193657559
ENSG00000237013,68052694
ENSG00000237014,72458545
ENSG00000237015,29656879
ENSG00000237016,174441069
ENSG00000237017,54628722
ENSG00000237019,22716575
ENSG00000237020,106357065
ENSG00000237023,23823813
ENSG00000237024,61079396
ENSG00000237025,123013146
ENSG00000237026,64697097
ENSG00000237027,90276763
ENSG00000237031,80845902
ENSG00000237032,14766054
ENSG00000237033,71126948
ENSG00000237035,199056245
ENSG00000237036,31609376
ENSG00000237037,42486936
ENSG00000237038,7830775
ENSG00000237039,232120811
ENSG00000237040,155105300
ENSG00000237041,206905157
ENSG00000237042,29780473
ENSG00000237048,7672038
ENSG00000237049,168179855
ENSG00000237053,177671065
ENSG00000237054,23388157
ENSG00000237055,95566406
ENSG00000237057,15751310
ENSG00000237058,2564008
ENSG00000237061,73998114
ENSG00000237062,109378264
ENSG00000237063,34676114
ENSG00000237064,109600241
ENSG00000237065,29251919
ENSG00000237068,44120311
ENSG00000237070,15707573
ENSG00000237072,84103224
ENSG00000237073,116352299
ENSG00000237074,207413468
ENSG00000237076,84255964
ENSG00000237077,78015509
ENSG00000237080,31845586
ENSG00000237082,101276683
ENSG00000237083,17108602
ENSG00000237085,92047411
ENSG00000237087,233286171
ENSG00000237088,20532551
ENSG00000237089,74758537
ENSG00000237090,43358101
ENSG00000237092,53726049
ENSG00000237094,
ENSG00000237099,83397267
ENSG00000237101,224407316
ENSG00000237106,76983345
ENSG00000237107,42467449
ENSG00000237109,79335311
ENSG00000237110,132859430
ENSG00000237111,106329675
ENSG00000237115,132149553
ENSG00000237118,41332677
ENSG00000237119,61669364
ENSG00000237121,57358877
ENSG00000237124,112062467
ENSG00000237125,174448422
ENSG00000237126,233476681
ENSG00000237127,23177042
ENSG00000237128,28784742
ENSG00000237129,36571906
ENSG00000237130,51312141
ENSG00000237131,168184644
ENSG00000237135,31210164
ENSG00000237136,146601299
ENSG00000237137,14532040
ENSG00000237138,33394095
ENSG00000237139,75297562
ENSG00000237140,26074418
ENSG00000237141,69593522
ENSG00000237148,81847027
ENSG00000237149,77161278
ENSG00000237153,16917510
ENSG00000237154,27375477
ENSG00000237158,6568845
ENSG00000237159,34568011
ENSG00000237160,94978222
ENSG00000237161,21938111
ENSG00000237162,63167052
ENSG00000237163,63370852
ENSG00000237164,19985372
ENSG00000237166,201599926
ENSG00000237167,197185277
ENSG00000237169,99069715
ENSG00000237170,4508806
ENSG00000237171,26242021
ENSG00000237172,67184901
ENSG00000237173,54990498
ENSG00000237174,76066931
ENSG00000237175,22673683
ENSG00000237176,60205884
ENSG00000237178,178209172
ENSG00000237179,66930384
ENSG00000237180,48555041
ENSG00000237181,642823
ENSG00000237182,70956553
ENSG00000237183,39436857
ENSG00000237185,31659629
ENSG00000237186,57516694
ENSG00000237187,92921355
ENSG00000237188,146644335
ENSG00000237190,133747572
ENSG00000237193,227669955
ENSG00000237194,210673529
ENSG00000237195,6026844
ENSG00000237197,106375782
ENSG00000237200,22843968
ENSG00000237202,14492566
ENSG00000237205,90378691
ENSG00000237206,43138907
ENSG00000237207,40479774
ENSG00000237208,125243746
ENSG00000237210,55311941
ENSG00000237211,84010145
ENSG00000237212,98828023
ENSG00000237213,193726397
ENSG00000237214,41460057
ENSG00000237215,12153689
ENSG00000237217,64677231
ENSG00000237220,151422649
ENSG00000237221,18709723
ENSG00000237222,194428823
ENSG00000237223,108938695
ENSG00000237224,131500381
ENSG00000237225,130696704
ENSG00000237226,3571749
ENSG00000237227,62674114
ENSG00000237230,39228199
ENSG00000237232,43429304
ENSG00000237233,63212398
ENSG00000237234,112475968
ENSG00000237235,22908000
ENSG00000237236,57881908
ENSG00000237238,67340089
ENSG00000237242,111294414
ENSG00000237243,137638095
ENSG00000237247,7030590
ENSG00000237248,9392600
ENSG00000237249,174861555
ENSG00000237250,238025476
ENSG00000237251,39856149
ENSG00000237252,75443037
ENSG00000237254,142511084
ENSG00000237256,11601700
ENSG00000237257,81357660
ENSG00000237259,18295755
ENSG00000237260,177203366
ENSG00000237261,14671066
ENSG00000237262,136835463
ENSG00000237263,42645229
ENSG00000237264,82434467
ENSG00000237265,70886617
ENSG00000237266,5952802
ENSG00000237267,86957714
ENSG00000237268,56516104
ENSG00000237269,23599131
ENSG00000237271,205099708
ENSG00000237272,4439291
ENSG00000237273,12207240
ENSG00000237274,6195935
ENSG00000237275,52716683
ENSG00000237276,16554522
ENSG00000237278,113669505
ENSG00000237279,53409602
ENSG00000237280,88873712
ENSG00000237281,219222689
ENSG00000237282,18359694
ENSG00000237283,188701339
ENSG00000237285,32292997
ENSG00000237286,2983670
ENSG00000237289,43885253
ENSG00000237290,38680478
ENSG00000237292,181143621
ENSG00000237293,75701580
ENSG00000237294,65296189
ENSG00000237296,22448330
ENSG00000237297,90653
ENSG00000237298,179385911
ENSG00000237299,
ENSG00000237300,102051180
ENSG00000237301,15930121
ENSG00000237302,25917380
ENSG00000237303,11634318
ENSG00000237306,94789781
ENSG00000237307,136067864
ENSG00000237308,96162279
ENSG00000237309,57254120
ENSG00000237310,65958595
ENSG00000237311,65145679
ENSG00000237312,153748289
ENSG00000237314,61739393
ENSG00000237316,35120910
ENSG00000237317,174337177
ENSG00000237319,108880064
ENSG00000237320,35225227
ENSG00000237321,124144386
ENSG00000237322,229618041
ENSG00000237323,55163536
ENSG00000237324,74844486
ENSG00000237325,32824780
ENSG00000237326,15951001
ENSG00000237327,158984470
ENSG00000237328,17674135
ENSG00000237329,31509582
ENSG00000237330,1009686
ENSG00000237331,123007782
ENSG00000237336,126254164
ENSG00000237337,50641540
ENSG00000237338,47571529
ENSG00000237339,138466782
ENSG00000237341,49055426
ENSG00000237342,99311234
ENSG00000237343,148598462
ENSG00000237345,48138859
ENSG00000237346,14394160
ENSG00000237347,19043315
ENSG00000237349,109529867
ENSG00000237350,22729573
ENSG00000237351,47017598
ENSG00000237352,59399316
ENSG00000237353,125703212
ENSG00000237354,5098296
ENSG00000237356,53635729
ENSG00000237357,44401766
ENSG00000237358,17357792
ENSG00000237359,3630948
ENSG00000237360,110860131
ENSG00000237361,44980120
ENSG00000237363,64298517
ENSG00000237365,7074339
ENSG00000237370,3651832
ENSG00000237371,62688157
ENSG00000237372,92254730
ENSG00000237373,40591731
ENSG00000237377,15182794
ENSG00000237378,64320875
ENSG00000237379,203923769
ENSG00000237380,177001826
ENSG00000237381,92644496
ENSG00000237382,18216075
ENSG00000237383,95391680
ENSG00000237385,96193581
ENSG00000237387,25977349
ENSG00000237388,48510346
ENSG00000237389,44127012
ENSG00000237390,156358019
ENSG00000237396,22588155
ENSG00000237398,33111102
ENSG00000237399,3183825
ENSG00000237400,36502633
ENSG00000237401,4021714
ENSG00000237402,7429004
ENSG00000237406,36294452
ENSG00000237407,21667210
ENSG00000237408,72189266
ENSG00000237409,159990091
ENSG00000237410,64413872
ENSG00000237412,233385099
ENSG00000237413,78695284
ENSG00000237414,23898052
ENSG00000237415,111391563
ENSG00000237417,94969384
ENSG00000237418,196025086
ENSG00000237419,141093775
ENSG00000237422,93925610
ENSG00000237423,46618871
ENSG00000237424,47900313
ENSG00000237425,28699795
ENSG00000237426,123308309
ENSG00000237427,23292757
ENSG00000237428,22720579
ENSG00000237429,27852317
ENSG00000237432,133784861
ENSG00000237433,32232240
ENSG00000237434,20331445
ENSG00000237435,96403458
ENSG00000237436,6844903
ENSG00000237437,32945995
ENSG00000237438,17517461
ENSG00000237439,32525677
ENSG00000237440,20748615
ENSG00000237441,33266719
ENSG00000237442,41370921
ENSG00000237443,107352326
ENSG00000237444,26403842
ENSG00000237445,13986405
ENSG00000237446,18501981
ENSG00000237447,10029907
ENSG00000237449,132916575
ENSG00000237450,34955186
ENSG00000237451,66500643
ENSG00000237452,46236698
ENSG00000237453,55258559
ENSG00000237456,62110282
ENSG00000237457,190447682
ENSG00000237458,117262712
ENSG00000237460,107360847
ENSG00000237461,102582203
ENSG00000237463,165551392
ENSG00000237464,44116254
ENSG00000237466,67093010
ENSG00000237467,26223947
ENSG00000237468,146920067
ENSG00000237469,227682843
ENSG00000237470,15063862
ENSG00000237471,45980049
ENSG00000237472,23330439
ENSG00000237473,172871528
ENSG00000237475,72755340
ENSG00000237476,21311381
ENSG00000237477,180138559
ENSG00000237478,50157195
ENSG00000237479,217732536
ENSG00000237480,106499317
ENSG00000237481,229455151
ENSG00000237483,171943662
ENSG00000237484,25679253
ENSG00000237487,38505479
ENSG00000237489,131909094
ENSG00000237490,6907371
ENSG00000237491,714128
ENSG00000237492,248138044
ENSG00000237493,56374819
ENSG00000237494,142580769
ENSG00000237498,82765835
ENSG00000237499,138189370
ENSG00000237500,2541914
ENSG00000237501,172549019
ENSG00000237503,149341066
ENSG00000237505,89150887
ENSG00000237506,86959203
ENSG00000237510,96455403
ENSG00000237512,72978051
ENSG00000237514,176585922
ENSG00000237515,12995456
ENSG00000237517,18973350
ENSG00000237520,235092979
ENSG00000237521,9358021
ENSG00000237522,61165184
ENSG00000237523,81967129
ENSG00000237524,127656441
ENSG00000237525,216397857
ENSG00000237527,23058649
ENSG00000237528,51666649
ENSG00000237529,85887196
ENSG00000237530,44481000
ENSG00000237531,950957
ENSG00000237532,129339150
ENSG00000237539,15664998
ENSG00000237540,13201777
ENSG00000237541,32709169
ENSG00000237542,203481424
ENSG00000237546,28089416
ENSG00000237547,106331062
ENSG00000237549,102126684
ENSG00000237550,83041661
ENSG00000237551,95912670
ENSG00000237552,77244952
ENSG00000237553,5193558
ENSG00000237555,42017681
ENSG00000237556,112451959
ENSG00000237557,38643040
ENSG00000237558,20063470
ENSG00000237560,67957710
ENSG00000237563,6311476
ENSG00000237566,5141313
ENSG00000237567,106080171
ENSG00000237568,89726266
ENSG00000237569,24781448
ENSG00000237571,216139716
ENSG00000237572,62669598
ENSG00000237574,130680751
ENSG00000237575,26553590
ENSG00000237576,69059147
ENSG00000237579,102936064
ENSG00000237580,206981224
ENSG00000237581,234864079
ENSG00000237583,112432604
ENSG00000237584,136523995
ENSG00000237585,45225949
ENSG00000237586,125313557
ENSG00000237588,156661789
ENSG00000237589,54271807
ENSG00000237590,44757261
ENSG00000237592,42680788
ENSG00000237593,154538066
ENSG00000237594,32931559
ENSG00000237595,48782770
ENSG00000237596,136546889
ENSG00000237601,25099316
ENSG00000237603,26257814
ENSG00000237604,45595373
ENSG00000237605,206809059
ENSG00000237606,104466784
ENSG00000237609,40401053
ENSG00000237610,51527799
ENSG00000237611,7239895
ENSG00000237612,131104434
ENSG00000237613,36081
ENSG00000237614,121302825
ENSG00000237616,20109132
ENSG00000237617,174570876
ENSG00000237618,113082537
ENSG00000237619,153887917
ENSG00000237620,77090776
ENSG00000237621,141586949
ENSG00000237622,68841346
ENSG00000237623,47133789
ENSG00000237624,39980629
ENSG00000237626,92527412
ENSG00000237628,102052460
ENSG00000237629,26217664
ENSG00000237630,127927588
ENSG00000237631,98680419
ENSG00000237632,102902448
ENSG00000237633,16704445
ENSG00000237635,135477932
ENSG00000237636,19919113
ENSG00000237637,32605776
ENSG00000237638,65283360
ENSG00000237639,57710228
ENSG00000237640,99527016
ENSG00000237641,232654597
ENSG00000237642,112210388
ENSG00000237643,71104584
ENSG00000237645,173362022
ENSG00000237646,38178585
ENSG00000237649,33359601
ENSG00000237650,130338043
ENSG00000237651,61372204
ENSG00000237653,191670615
ENSG00000237654,131410761
ENSG00000237655,178467818
ENSG00000237659,2657869
ENSG00000237661,40691815
ENSG00000237662,31775198
ENSG00000237663,52718445
ENSG00000237664,46761905
ENSG00000237665,6935709
ENSG00000237666,107094125
ENSG00000237667,864294
ENSG00000237668,36817689
ENSG00000237669,29974893
ENSG00000237670,17151302
ENSG00000237671,49296781
ENSG00000237672,20646276
ENSG00000237674,52609454
ENSG00000237675,127262941
ENSG00000237676,32677046
ENSG00000237679,97050832
ENSG00000237682,100794263
ENSG00000237684,118334619
ENSG00000237685,10514779
ENSG00000237686,44042392
ENSG00000237687,61331832
ENSG00000237689,17350369
ENSG00000237691,21420234
ENSG00000237693,150226084
ENSG00000237699,114580582
ENSG00000237700,13629933
ENSG00000237701,6768795
ENSG00000237702,142008366
ENSG00000237704,100353989
ENSG00000237705,56157991
ENSG00000237706,89722727
ENSG00000237707,169073363
ENSG00000237708,57096118
ENSG00000237709,88268329
ENSG00000237711,5100237
ENSG00000237713,13404674
ENSG00000237714,131520570
ENSG00000237716,4189184
ENSG00000237717,70964679
ENSG00000237718,67650049
ENSG00000237719,36060423
ENSG00000237720,2844284
ENSG00000237722,131028014
ENSG00000237728,7449814
ENSG00000237729,93299389
ENSG00000237730,6340742
ENSG00000237731,27015802
ENSG00000237732,223182995
ENSG00000237734,27391733
ENSG00000237735,18188007
ENSG00000237737,74612602
ENSG00000237738,5720092
ENSG00000237740,89136654
ENSG00000237741,147582135
ENSG00000237742,126070336
ENSG00000237743,90452140
ENSG00000237745,108531405
ENSG00000237746,28629871
ENSG00000237747,90356149
ENSG00000237748,56764010
ENSG00000237749,38021849
ENSG00000237750,163625447
ENSG00000237751,71115002
ENSG00000237752,97161643
ENSG00000237753,113403297
ENSG00000237754,67706625
ENSG00000237756,163229641
ENSG00000237757,119346528
ENSG00000237758,231590118
ENSG00000237759,244270668
ENSG00000237760,46341719
ENSG00000237761,106326690
ENSG00000237763,104198383
ENSG00000237765,15683286
ENSG00000237766,67660746
ENSG00000237767,38632859
ENSG00000237768,74831054
ENSG00000237770,84581480
ENSG00000237772,139359170
ENSG00000237773,17338992
ENSG00000237774,95519537
ENSG00000237775,30843695
ENSG00000237781,150530200
ENSG00000237782,45241240
ENSG00000237783,165550851
ENSG00000237784,235238128
ENSG00000237786,13486527
ENSG00000237787,153149646
ENSG00000237788,48445663
ENSG00000237790,34292294
ENSG00000237793,152927618
ENSG00000237797,31996375
ENSG00000237798,175439956
ENSG00000237799,55804473
ENSG00000237801,155059239
ENSG00000237802,9233636
ENSG00000237803,38103417
ENSG00000237804,175175702
ENSG00000237806,180960689
ENSG00000237807,54436896
ENSG00000237810,63057328
ENSG00000237813,116139519
ENSG00000237816,72278314
ENSG00000237818,97528427
ENSG00000237819,92465682
ENSG00000237821,132855272
ENSG00000237823,27712180
ENSG00000237824,185767289
ENSG00000237827,104885173
ENSG00000237828,120003661
ENSG00000237832,14916009
ENSG00000237833,134719085
ENSG00000237835,17336695
ENSG00000237836,18908415
ENSG00000237837,97966927
ENSG00000237840,46222679
ENSG00000237841,31882815
ENSG00000237842,157030554
ENSG00000237843,205338558
ENSG00000237844,165208733
ENSG00000237845,236107105
ENSG00000237846,42250841
ENSG00000237848,204363670
ENSG00000237849,64550555
ENSG00000237850,28603230
ENSG00000237851,143109261
ENSG00000237852,65952090
ENSG00000237853,61719182
ENSG00000237854,66098016
ENSG00000237856,123822898
ENSG00000237859,154147378
ENSG00000237860,115822839
ENSG00000237861,197191353
ENSG00000237862,37751042
ENSG00000237863,107979242
ENSG00000237864,44751919
ENSG00000237868,122999473
ENSG00000237870,115926788
ENSG00000237872,155402970
ENSG00000237873,92297490
ENSG00000237874,84437775
ENSG00000237875,41649503
ENSG00000237876,46262604
ENSG00000237877,187287159
ENSG00000237879,31377344
ENSG00000237880,108364726
ENSG00000237882,76849483
ENSG00000237883,74209291
ENSG00000237885,96791398
ENSG00000237886,139440665
ENSG00000237887,54756481
ENSG00000237888,41553567
ENSG00000237891,121145465
ENSG00000237892,207986768
ENSG00000237896,80804825
ENSG00000237897,106434052
ENSG00000237899,41153260
ENSG00000237901,62391276
ENSG00000237902,24548715
ENSG00000237903,118556881
ENSG00000237904,42779314
ENSG00000237906,115724541
ENSG00000237910,132141634
ENSG00000237911,20320010
ENSG00000237913,16113808
ENSG00000237914,1614155
ENSG00000237916,110310114
ENSG00000237917,28780799
ENSG00000237919,70496905
ENSG00000237920,154351749
ENSG00000237921,19857713
ENSG00000237922,236450260
ENSG00000237923,30815936
ENSG00000237924,95413269
ENSG00000237926,50905697
ENSG00000237927,160010201
ENSG00000237928,61522557
ENSG00000237929,29899765
ENSG00000237930,217650867
ENSG00000237931,40936253
ENSG00000237934,29550446
ENSG00000237936,30180396
ENSG00000237937,116510140
ENSG00000237938,16063391
ENSG00000237939,139064890
ENSG00000237940,242912835
ENSG00000237941,2891264
ENSG00000237943,6622382
ENSG00000237945,35287839
ENSG00000237947,40683102
ENSG00000237948,36570310
ENSG00000237949,60759243
ENSG00000237950,44406453
ENSG00000237951,26384926
ENSG00000237952,23377436
ENSG00000237953,25192093
ENSG00000237954,95846556
ENSG00000237955,54891094
ENSG00000237956,27667291
ENSG00000237957,120100202
ENSG00000237959,89043564
ENSG00000237961,49247436
ENSG00000237963,64577427
ENSG00000237964,180265602
ENSG00000237968,24086160
ENSG00000237970,37626344
ENSG00000237971,64407145
ENSG00000237972,43958297
ENSG00000237973,566455
ENSG00000237974,117127792
ENSG00000237975,152140602
ENSG00000237976,151319415
ENSG00000237977,31298207
ENSG00000237978,178655140
ENSG00000237979,65729272
ENSG00000237980,212838980
ENSG00000237982,38312258
ENSG00000237984,33677497
ENSG00000237986,11147736
ENSG00000237987,168627197
ENSG00000237988,29518185
ENSG00000237989,44782229
ENSG00000237990,3110926
ENSG00000237991,237144640
ENSG00000237992,19668759
ENSG00000237993,116560326
ENSG00000237994,28960168
ENSG00000237997,22149738
ENSG00000237999,103493523
ENSG00000238000,97549107
ENSG00000238001,32676518
ENSG00000238002,82477935
ENSG00000238003,201947771
ENSG00000238004,155316370
ENSG00000238005,235105809
ENSG00000238007,27339884
ENSG00000238008,33596129
ENSG00000238009,133723
ENSG00000238010,129403036
ENSG00000238012,64559935
ENSG00000238013,46839614
ENSG00000238015,79131958
ENSG00000238018,54907182
ENSG00000238019,158819593
ENSG00000238020,183822966
ENSG00000238021,27547692
ENSG00000238022,165185189
ENSG00000238024,29960987
ENSG00000238025,43507995
ENSG00000238026,175832325
ENSG00000238029,101041811
ENSG00000238031,194548620
ENSG00000238032,48037459
ENSG00000238034,21918397
ENSG00000238035,180733504
ENSG00000238037,44620973
ENSG00000238038,33827109
ENSG00000238039,148607803
ENSG00000238040,129005286
ENSG00000238041,56457942
ENSG00000238042,222151865
ENSG00000238043,193698404
ENSG00000238045,29832573
ENSG00000238046,125438493
ENSG00000238047,55207710
ENSG00000238048,72231031
ENSG00000238049,102602657
ENSG00000238051,170180598
ENSG00000238054,188857671
ENSG00000238055,108639284
ENSG00000238057,145275546
ENSG00000238058,138799659
ENSG00000238059,133831831
ENSG00000238061,185249977
ENSG00000238062,231860747
ENSG00000238063,38940498
ENSG00000238065,141655993
ENSG00000238066,116531902
ENSG00000238067,20670464
ENSG00000238069,157634884
ENSG00000238072,129050211
ENSG00000238073,7544065
ENSG00000238074,9324923
ENSG00000238075,659997
ENSG00000238076,10460774
ENSG00000238077,189884554
ENSG00000238078,221002598
ENSG00000238079,108694131
ENSG00000238081,89756020
ENSG00000238082,179319444
ENSG00000238083,44588878
ENSG00000238084,25725213
ENSG00000238085,241162094
ENSG00000238086,48894611
ENSG00000238087,166535416
ENSG00000238088,21010151
ENSG00000238090,33419577
ENSG00000238092,43290747
ENSG00000238094,55119338
ENSG00000238097,193965407
ENSG00000238098,2389152
ENSG00000238099,139795795
ENSG00000238102,7238970
ENSG00000238103,23855438
ENSG00000238105,100567437
